ZIP,fips,cnip_2020_12,laborforce_2020_12,employed_2020_12,unemployment_percent_2020_12,,,SUMIF,ZipCode,sumifcnip,sumiflabor,sumifemploy,sumif/countifunemp,avgifunemppct,,,MAPZIPS,ZipCode,mapcnip,maplabor,mapemploy,mapunemppct
11360,3.61E+10,2667.8,1262,1153.7,8.58%,,,SUMIF,11561,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11360,3.61E+10,2306.3,1173.8,1078,8.16%,,,SUMIF,11727,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11360,3.61E+10,1968.7,886.9,818.6,7.70%,,,SUMIF,11746,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11360,3.61E+10,3279.7,1587.8,1471.1,7.35%,,,SUMIF,11801,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11360,3.61E+10,6442.9,2733.4,2547.5,6.80%,,,SUMIF,11937,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11432,3.61E+10,4328.6,1929.4,1571,18.58%,,,SUMIF,11963,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11432,3.61E+10,2356.1,1080.5,880.1,18.55%,,,SUMIF,12550,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11432,3.61E+10,4924.9,2788.1,2304.5,17.35%,,,SUMIF,12601,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,
11432,3.61E+10,2619.8,1359.4,1147.1,15.62%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2864.6,1335.6,1127.9,15.55%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2038.8,1117.2,948.9,15.06%,,,,,,,,,,,,,,,,,
11432,3.61E+10,3504.5,1893.2,1612.6,14.82%,,,,,,,,,,,,,,,,,
11432,3.61E+10,1469.2,755.4,644.7,14.65%,,,,,,,,,,,,,,,,,
11432,3.61E+10,5821,2977.5,2552.2,14.28%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2834.2,1366.4,1171.5,14.26%,,,,,,,,,,,,,,,,,
11432,3.61E+10,1571.3,771.4,663.5,13.99%,,,,,,,,,,,,,,,,,
11432,3.61E+10,1207.7,543.3,472.5,13.03%,,,,,,,,,,,,,,,,,
11432,3.61E+10,1097.4,291,253.1,13.02%,,,,,,,,,,,,,,,,,
11432,3.61E+10,3731.9,1953.4,1703.3,12.80%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2659.5,1439.5,1260.4,12.44%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2642.5,1419,1247.7,12.07%,,,,,,,,,,,,,,,,,
11432,3.61E+10,1920,1048.6,922.9,11.99%,,,,,,,,,,,,,,,,,
