fips,name
14000US36047024800,"Census Tract 248, Kings, NY"
14000US36047024900,"Census Tract 249, Kings, NY"
14000US36047025000,"Census Tract 250, Kings, NY"
14000US36047025100,"Census Tract 251, Kings, NY"
14000US36047025200,"Census Tract 252, Kings, NY"
14000US36047025300,"Census Tract 253, Kings, NY"
14000US36047025400,"Census Tract 254, Kings, NY"
14000US36047025500,"Census Tract 255, Kings, NY"
14000US36047025600,"Census Tract 256, Kings, NY"
14000US36047025700,"Census Tract 257, Kings, NY"
14000US36047025800,"Census Tract 258, Kings, NY"
14000US36047025901,"Census Tract 259.01, Kings, NY"
14000US36047025902,"Census Tract 259.02, Kings, NY"
14000US36047026000,"Census Tract 260, Kings, NY"
14000US36047026100,"Census Tract 261, Kings, NY"
14000US36047026200,"Census Tract 262, Kings, NY"
14000US36047026300,"Census Tract 263, Kings, NY"
14000US36047026400,"Census Tract 264, Kings, NY"
14000US36047026500,"Census Tract 265, Kings, NY"
14000US36047026600,"Census Tract 266, Kings, NY"
14000US36047026700,"Census Tract 267, Kings, NY"
14000US36047026800,"Census Tract 268, Kings, NY"
14000US36047026900,"Census Tract 269, Kings, NY"
14000US36047027000,"Census Tract 270, Kings, NY"
14000US36047027100,"Census Tract 271, Kings, NY"
14000US36047027200,"Census Tract 272, Kings, NY"
14000US36047027300,"Census Tract 273, Kings, NY"
14000US36047027400,"Census Tract 274, Kings, NY"
14000US36047027500,"Census Tract 275, Kings, NY"
14000US36047027600,"Census Tract 276, Kings, NY"
14000US36047027700,"Census Tract 277, Kings, NY"
14000US36047027800,"Census Tract 278, Kings, NY"
14000US36047027900,"Census Tract 279, Kings, NY"
14000US36047028000,"Census Tract 280, Kings, NY"
14000US36047028100,"Census Tract 281, Kings, NY"
14000US36047028200,"Census Tract 282, Kings, NY"
14000US36047028300,"Census Tract 283, Kings, NY"
14000US36047028400,"Census Tract 284, Kings, NY"
14000US36047028501,"Census Tract 285.01, Kings, NY"
14000US36047028502,"Census Tract 285.02, Kings, NY"
14000US36047028600,"Census Tract 286, Kings, NY"
14000US36047028700,"Census Tract 287, Kings, NY"
14000US36047028800,"Census Tract 288, Kings, NY"
14000US36047028900,"Census Tract 289, Kings, NY"
14000US36047029000,"Census Tract 290, Kings, NY"
14000US36047029100,"Census Tract 291, Kings, NY"
14000US36047029200,"Census Tract 292, Kings, NY"
14000US36047029300,"Census Tract 293, Kings, NY"
14000US36047029400,"Census Tract 294, Kings, NY"
14000US36047029500,"Census Tract 295, Kings, NY"
14000US36047029600,"Census Tract 296, Kings, NY"
14000US36047029700,"Census Tract 297, Kings, NY"
14000US36047029800,"Census Tract 298, Kings, NY"
14000US36047029900,"Census Tract 299, Kings, NY"
14000US36047030000,"Census Tract 300, Kings, NY"
14000US36047030100,"Census Tract 301, Kings, NY"
14000US36047030200,"Census Tract 302, Kings, NY"
14000US36047030300,"Census Tract 303, Kings, NY"
14000US36047030400,"Census Tract 304, Kings, NY"
14000US36047030500,"Census Tract 305, Kings, NY"
14000US36047030600,"Census Tract 306, Kings, NY"
14000US36047030700,"Census Tract 307, Kings, NY"
14000US36047030800,"Census Tract 308, Kings, NY"
14000US36047030900,"Census Tract 309, Kings, NY"
14000US36047031100,"Census Tract 311, Kings, NY"
14000US36047031300,"Census Tract 313, Kings, NY"
14000US36047031400,"Census Tract 314, Kings, NY"
14000US36047031500,"Census Tract 315, Kings, NY"
14000US36047031701,"Census Tract 317.01, Kings, NY"
14000US36047031702,"Census Tract 317.02, Kings, NY"
14000US36047031900,"Census Tract 319, Kings, NY"
14000US36047032100,"Census Tract 321, Kings, NY"
14000US36047032300,"Census Tract 323, Kings, NY"
14000US36047032500,"Census Tract 325, Kings, NY"
14000US36047032600,"Census Tract 326, Kings, NY"
14000US36047032700,"Census Tract 327, Kings, NY"
14000US36047032800,"Census Tract 328, Kings, NY"
14000US36047032900,"Census Tract 329, Kings, NY"
14000US36047033000,"Census Tract 330, Kings, NY"
14000US36047033100,"Census Tract 331, Kings, NY"
14000US36047033300,"Census Tract 333, Kings, NY"
14000US36047033500,"Census Tract 335, Kings, NY"
14000US36047033600,"Census Tract 336, Kings, NY"
14000US36047033700,"Census Tract 337, Kings, NY"
14000US36047033900,"Census Tract 339, Kings, NY"
14000US36047034000,"Census Tract 340, Kings, NY"
14000US36047034100,"Census Tract 341, Kings, NY"
14000US36047034200,"Census Tract 342, Kings, NY"
14000US36047034300,"Census Tract 343, Kings, NY"
14000US36047034500,"Census Tract 345, Kings, NY"
14000US36047034700,"Census Tract 347, Kings, NY"
14000US36047034800,"Census Tract 348, Kings, NY"
14000US36047034900,"Census Tract 349, Kings, NY"
14000US36047035000,"Census Tract 350, Kings, NY"
14000US36047035100,"Census Tract 351, Kings, NY"
14000US36047035200,"Census Tract 352, Kings, NY"
14000US36047035300,"Census Tract 353, Kings, NY"
14000US36047035400,"Census Tract 354, Kings, NY"
14000US36047035500,"Census Tract 355, Kings, NY"
14000US36047035601,"Census Tract 356.01, Kings, NY"
14000US36047035602,"Census Tract 356.02, Kings, NY"
14000US36047035700,"Census Tract 357, Kings, NY"
14000US36047035900,"Census Tract 359, Kings, NY"
14000US36047036001,"Census Tract 360.01, Kings, NY"
14000US36047036002,"Census Tract 360.02, Kings, NY"
14000US36047036100,"Census Tract 361, Kings, NY"
14000US36047036200,"Census Tract 362, Kings, NY"
14000US36047036300,"Census Tract 363, Kings, NY"
14000US36047036400,"Census Tract 364, Kings, NY"
14000US36047036501,"Census Tract 365.01, Kings, NY"
14000US36047036502,"Census Tract 365.02, Kings, NY"
14000US36047036600,"Census Tract 366, Kings, NY"
14000US36047036700,"Census Tract 367, Kings, NY"
14000US36047036900,"Census Tract 369, Kings, NY"
14000US36047037000,"Census Tract 370, Kings, NY"
14000US36047037100,"Census Tract 371, Kings, NY"
14000US36047037300,"Census Tract 373, Kings, NY"
14000US36047037401,"Census Tract 374.01, Kings, NY"
14000US36047037402,"Census Tract 374.02, Kings, NY"
14000US36047037500,"Census Tract 375, Kings, NY"
14000US36047037700,"Census Tract 377, Kings, NY"
14000US36047037900,"Census Tract 379, Kings, NY"
14000US36047038100,"Census Tract 381, Kings, NY"
14000US36047038200,"Census Tract 382, Kings, NY"
14000US36047038300,"Census Tract 383, Kings, NY"
14000US36047038500,"Census Tract 385, Kings, NY"
14000US36047038600,"Census Tract 386, Kings, NY"
14000US36047038700,"Census Tract 387, Kings, NY"
14000US36047038800,"Census Tract 388, Kings, NY"
14000US36047038900,"Census Tract 389, Kings, NY"
14000US36047039000,"Census Tract 390, Kings, NY"
14000US36047039100,"Census Tract 391, Kings, NY"
14000US36047039200,"Census Tract 392, Kings, NY"
14000US36047039300,"Census Tract 393, Kings, NY"
14000US36047039400,"Census Tract 394, Kings, NY"
14000US36047039500,"Census Tract 395, Kings, NY"
14000US36047039600,"Census Tract 396, Kings, NY"
14000US36047039700,"Census Tract 397, Kings, NY"
14000US36047039800,"Census Tract 398, Kings, NY"
14000US36047039900,"Census Tract 399, Kings, NY"
14000US36047040000,"Census Tract 400, Kings, NY"
14000US36047040100,"Census Tract 401, Kings, NY"
14000US36047040200,"Census Tract 402, Kings, NY"
14000US36047040300,"Census Tract 403, Kings, NY"
14000US36047040400,"Census Tract 404, Kings, NY"
14000US36047040500,"Census Tract 405, Kings, NY"
14000US36047040600,"Census Tract 406, Kings, NY"
14000US36047040700,"Census Tract 407, Kings, NY"
14000US36047040800,"Census Tract 408, Kings, NY"
14000US36047040900,"Census Tract 409, Kings, NY"
14000US36047041000,"Census Tract 410, Kings, NY"
14000US36047041100,"Census Tract 411, Kings, NY"
14000US36047041200,"Census Tract 412, Kings, NY"
14000US36047041300,"Census Tract 413, Kings, NY"
14000US36047041401,"Census Tract 414.01, Kings, NY"
14000US36047041402,"Census Tract 414.02, Kings, NY"
14000US36047041500,"Census Tract 415, Kings, NY"
14000US36047041600,"Census Tract 416, Kings, NY"
14000US36047041700,"Census Tract 417, Kings, NY"
14000US36047041800,"Census Tract 418, Kings, NY"
14000US36047041900,"Census Tract 419, Kings, NY"
14000US36047042000,"Census Tract 420, Kings, NY"
14000US36047042100,"Census Tract 421, Kings, NY"
14000US36047042200,"Census Tract 422, Kings, NY"
14000US36047042300,"Census Tract 423, Kings, NY"
14000US36047042400,"Census Tract 424, Kings, NY"
14000US36047042500,"Census Tract 425, Kings, NY"
14000US36047042600,"Census Tract 426, Kings, NY"
14000US36047042700,"Census Tract 427, Kings, NY"
14000US36047042800,"Census Tract 428, Kings, NY"
14000US36047042900,"Census Tract 429, Kings, NY"
14000US36047043000,"Census Tract 430, Kings, NY"
14000US36047043100,"Census Tract 431, Kings, NY"
14000US36047043200,"Census Tract 432, Kings, NY"
14000US36047043300,"Census Tract 433, Kings, NY"
14000US36047043400,"Census Tract 434, Kings, NY"
14000US36047043500,"Census Tract 435, Kings, NY"
14000US36047043600,"Census Tract 436, Kings, NY"
14000US36047043700,"Census Tract 437, Kings, NY"
14000US36047043800,"Census Tract 438, Kings, NY"
14000US36047043900,"Census Tract 439, Kings, NY"
14000US36047044000,"Census Tract 440, Kings, NY"
14000US36047044100,"Census Tract 441, Kings, NY"
14000US36047044200,"Census Tract 442, Kings, NY"
14000US36047044300,"Census Tract 443, Kings, NY"
14000US36047044400,"Census Tract 444, Kings, NY"
14000US36047044500,"Census Tract 445, Kings, NY"
14000US36047044600,"Census Tract 446, Kings, NY"
14000US36047044700,"Census Tract 447, Kings, NY"
14000US36047044800,"Census Tract 448, Kings, NY"
14000US36047044900,"Census Tract 449, Kings, NY"
14000US36047045000,"Census Tract 450, Kings, NY"
14000US36047045200,"Census Tract 452, Kings, NY"
14000US36047045300,"Census Tract 453, Kings, NY"
14000US36047045400,"Census Tract 454, Kings, NY"
14000US36047045600,"Census Tract 456, Kings, NY"
14000US36047045800,"Census Tract 458, Kings, NY"
14000US36047046000,"Census Tract 460, Kings, NY"
14000US36047046201,"Census Tract 462.01, Kings, NY"
14000US36047046202,"Census Tract 462.02, Kings, NY"
14000US36047046400,"Census Tract 464, Kings, NY"
14000US36047046800,"Census Tract 468, Kings, NY"
14000US36047047000,"Census Tract 470, Kings, NY"
14000US36047047200,"Census Tract 472, Kings, NY"
14000US36047047400,"Census Tract 474, Kings, NY"
14000US36047047600,"Census Tract 476, Kings, NY"
14000US36047047700,"Census Tract 477, Kings, NY"
14000US36047047800,"Census Tract 478, Kings, NY"
14000US36047048000,"Census Tract 480, Kings, NY"
14000US36047048100,"Census Tract 481, Kings, NY"
14000US36047048200,"Census Tract 482, Kings, NY"
14000US36047048400,"Census Tract 484, Kings, NY"
14000US36047048500,"Census Tract 485, Kings, NY"
14000US36047048600,"Census Tract 486, Kings, NY"
14000US36047048800,"Census Tract 488, Kings, NY"
14000US36047048900,"Census Tract 489, Kings, NY"
14000US36047049000,"Census Tract 490, Kings, NY"
14000US36047049100,"Census Tract 491, Kings, NY"
14000US36047049200,"Census Tract 492, Kings, NY"
14000US36047049300,"Census Tract 493, Kings, NY"
14000US36047049400,"Census Tract 494, Kings, NY"
14000US36047049500,"Census Tract 495, Kings, NY"
14000US36047049600,"Census Tract 496, Kings, NY"
14000US36047049700,"Census Tract 497, Kings, NY"
14000US36047049800,"Census Tract 498, Kings, NY"
14000US36047049900,"Census Tract 499, Kings, NY"
14000US36047050000,"Census Tract 500, Kings, NY"
14000US36047050100,"Census Tract 501, Kings, NY"
14000US36047050202,"Census Tract 502.02, Kings, NY"
14000US36047050300,"Census Tract 503, Kings, NY"
14000US36047050400,"Census Tract 504, Kings, NY"
14000US36047050500,"Census Tract 505, Kings, NY"
14000US36047050600,"Census Tract 506, Kings, NY"
14000US36047050700,"Census Tract 507, Kings, NY"
14000US36047050801,"Census Tract 508.01, Kings, NY"
14000US36047050803,"Census Tract 508.03, Kings, NY"
14000US36047050804,"Census Tract 508.04, Kings, NY"
14000US36047050900,"Census Tract 509, Kings, NY"
14000US36047051001,"Census Tract 510.01, Kings, NY"
14000US36047051002,"Census Tract 510.02, Kings, NY"
14000US36047051100,"Census Tract 511, Kings, NY"
14000US36047051200,"Census Tract 512, Kings, NY"
14000US36047051300,"Census Tract 513, Kings, NY"
14000US36047051400,"Census Tract 514, Kings, NY"
14000US36047051500,"Census Tract 515, Kings, NY"
14000US36047051601,"Census Tract 516.01, Kings, NY"
14000US36047051602,"Census Tract 516.02, Kings, NY"
14000US36047051700,"Census Tract 517, Kings, NY"
14000US36047051800,"Census Tract 518, Kings, NY"
14000US36047051900,"Census Tract 519, Kings, NY"
14000US36047052000,"Census Tract 520, Kings, NY"
14000US36047052300,"Census Tract 523, Kings, NY"
14000US36047052500,"Census Tract 525, Kings, NY"
14000US36047052600,"Census Tract 526, Kings, NY"
14000US36047052700,"Census Tract 527, Kings, NY"
14000US36047052800,"Census Tract 528, Kings, NY"
14000US36047052900,"Census Tract 529, Kings, NY"
14000US36047053000,"Census Tract 530, Kings, NY"
14000US36047053100,"Census Tract 531, Kings, NY"
14000US36047053200,"Census Tract 532, Kings, NY"
14000US36047053300,"Census Tract 533, Kings, NY"
14000US36047053400,"Census Tract 534, Kings, NY"
14000US36047053500,"Census Tract 535, Kings, NY"
14000US36047053700,"Census Tract 537, Kings, NY"
14000US36047053800,"Census Tract 538, Kings, NY"
14000US36047053900,"Census Tract 539, Kings, NY"
14000US36047054200,"Census Tract 542, Kings, NY"
14000US36047054300,"Census Tract 543, Kings, NY"
14000US36047054400,"Census Tract 544, Kings, NY"
14000US36047054500,"Census Tract 545, Kings, NY"
14000US36047054600,"Census Tract 546, Kings, NY"
14000US36047054700,"Census Tract 547, Kings, NY"
14000US36047054800,"Census Tract 548, Kings, NY"
14000US36047054900,"Census Tract 549, Kings, NY"
14000US36047055000,"Census Tract 550, Kings, NY"
14000US36047055100,"Census Tract 551, Kings, NY"
14000US36047055200,"Census Tract 552, Kings, NY"
14000US36047055300,"Census Tract 553, Kings, NY"
14000US36047055400,"Census Tract 554, Kings, NY"
14000US36047055500,"Census Tract 555, Kings, NY"
14000US36047055600,"Census Tract 556, Kings, NY"
14000US36047055700,"Census Tract 557, Kings, NY"
14000US36047055800,"Census Tract 558, Kings, NY"
14000US36047056000,"Census Tract 560, Kings, NY"
14000US36047056100,"Census Tract 561, Kings, NY"
14000US36047056200,"Census Tract 562, Kings, NY"
14000US36047056300,"Census Tract 563, Kings, NY"
14000US36047056400,"Census Tract 564, Kings, NY"
14000US36047056500,"Census Tract 565, Kings, NY"
14000US36047056600,"Census Tract 566, Kings, NY"
14000US36047056800,"Census Tract 568, Kings, NY"
14000US36047056900,"Census Tract 569, Kings, NY"
14000US36047057000,"Census Tract 570, Kings, NY"
14000US36047057100,"Census Tract 571, Kings, NY"
14000US36047057200,"Census Tract 572, Kings, NY"
14000US36047057300,"Census Tract 573, Kings, NY"
14000US36047057400,"Census Tract 574, Kings, NY"
14000US36047057500,"Census Tract 575, Kings, NY"
14000US36047057600,"Census Tract 576, Kings, NY"
14000US36047057800,"Census Tract 578, Kings, NY"
14000US36047057900,"Census Tract 579, Kings, NY"
14000US36047058000,"Census Tract 580, Kings, NY"
14000US36047058200,"Census Tract 582, Kings, NY"
14000US36047058400,"Census Tract 584, Kings, NY"
14000US36047058600,"Census Tract 586, Kings, NY"
14000US36047058800,"Census Tract 588, Kings, NY"
14000US36047058900,"Census Tract 589, Kings, NY"
14000US36047059000,"Census Tract 590, Kings, NY"
14000US36047059100,"Census Tract 591, Kings, NY"
14000US36047059200,"Census Tract 592, Kings, NY"
14000US36047059300,"Census Tract 593, Kings, NY"
14000US36047059401,"Census Tract 594.01, Kings, NY"
14000US36047059402,"Census Tract 594.02, Kings, NY"
14000US36047059600,"Census Tract 596, Kings, NY"
14000US36047059800,"Census Tract 598, Kings, NY"
14000US36047060000,"Census Tract 600, Kings, NY"
14000US36047060600,"Census Tract 606, Kings, NY"
14000US36047060800,"Census Tract 608, Kings, NY"
14000US36047061002,"Census Tract 610.02, Kings, NY"
14000US36047061003,"Census Tract 610.03, Kings, NY"
14000US36047061004,"Census Tract 610.04, Kings, NY"
14000US36047061200,"Census Tract 612, Kings, NY"
14000US36047061600,"Census Tract 616, Kings, NY"
14000US36047062000,"Census Tract 620, Kings, NY"
14000US36047062200,"Census Tract 622, Kings, NY"
14000US36047062600,"Census Tract 626, Kings, NY"
14000US36047062800,"Census Tract 628, Kings, NY"
14000US36047063200,"Census Tract 632, Kings, NY"
14000US36047063600,"Census Tract 636, Kings, NY"
14000US36047063800,"Census Tract 638, Kings, NY"
14000US36047064000,"Census Tract 640, Kings, NY"
14000US36047064200,"Census Tract 642, Kings, NY"
14000US36047064400,"Census Tract 644, Kings, NY"
14000US36047064600,"Census Tract 646, Kings, NY"
14000US36047064800,"Census Tract 648, Kings, NY"
14000US36047065000,"Census Tract 650, Kings, NY"
14000US36047065200,"Census Tract 652, Kings, NY"
14000US36047065400,"Census Tract 654, Kings, NY"
14000US36047065600,"Census Tract 656, Kings, NY"
14000US36047065800,"Census Tract 658, Kings, NY"
14000US36047066000,"Census Tract 660, Kings, NY"
14000US36047066200,"Census Tract 662, Kings, NY"
14000US36047066600,"Census Tract 666, Kings, NY"
14000US36047067000,"Census Tract 670, Kings, NY"
14000US36047067200,"Census Tract 672, Kings, NY"
14000US36047067400,"Census Tract 674, Kings, NY"
14000US36047067600,"Census Tract 676, Kings, NY"
14000US36047067800,"Census Tract 678, Kings, NY"
14000US36047068000,"Census Tract 680, Kings, NY"
14000US36047068200,"Census Tract 682, Kings, NY"
14000US36047068600,"Census Tract 686, Kings, NY"
14000US36047068800,"Census Tract 688, Kings, NY"
14000US36047069000,"Census Tract 690, Kings, NY"
14000US36047069200,"Census Tract 692, Kings, NY"
14000US36047069601,"Census Tract 696.01, Kings, NY"
14000US36047069602,"Census Tract 696.02, Kings, NY"
14000US36047069800,"Census Tract 698, Kings, NY"
14000US36047070000,"Census Tract 700, Kings, NY"
14000US36047070201,"Census Tract 702.01, Kings, NY"
14000US36047070202,"Census Tract 702.02, Kings, NY"
14000US36047070203,"Census Tract 702.03, Kings, NY"
14000US36047070600,"Census Tract 706, Kings, NY"
14000US36047072000,"Census Tract 720, Kings, NY"
14000US36047072200,"Census Tract 722, Kings, NY"
14000US36047072400,"Census Tract 724, Kings, NY"
14000US36047072600,"Census Tract 726, Kings, NY"
14000US36047072800,"Census Tract 728, Kings, NY"
14000US36047073000,"Census Tract 730, Kings, NY"
14000US36047073200,"Census Tract 732, Kings, NY"
14000US36047073400,"Census Tract 734, Kings, NY"
14000US36047073600,"Census Tract 736, Kings, NY"
14000US36047073800,"Census Tract 738, Kings, NY"
14000US36047074000,"Census Tract 740, Kings, NY"
14000US36047074200,"Census Tract 742, Kings, NY"
14000US36047074400,"Census Tract 744, Kings, NY"
14000US36047074600,"Census Tract 746, Kings, NY"
14000US36047074800,"Census Tract 748, Kings, NY"
14000US36047075000,"Census Tract 750, Kings, NY"
14000US36047075200,"Census Tract 752, Kings, NY"
14000US36047075400,"Census Tract 754, Kings, NY"
14000US36047075600,"Census Tract 756, Kings, NY"
14000US36047075800,"Census Tract 758, Kings, NY"
14000US36047076000,"Census Tract 760, Kings, NY"
14000US36047076200,"Census Tract 762, Kings, NY"
14000US36047076400,"Census Tract 764, Kings, NY"
14000US36047076600,"Census Tract 766, Kings, NY"
14000US36047076800,"Census Tract 768, Kings, NY"
14000US36047077000,"Census Tract 770, Kings, NY"
14000US36047077200,"Census Tract 772, Kings, NY"
14000US36047077400,"Census Tract 774, Kings, NY"
14000US36047077600,"Census Tract 776, Kings, NY"
14000US36047078000,"Census Tract 780, Kings, NY"
14000US36047078200,"Census Tract 782, Kings, NY"
14000US36047078400,"Census Tract 784, Kings, NY"
14000US36047078600,"Census Tract 786, Kings, NY"
14000US36047078800,"Census Tract 788, Kings, NY"
14000US36047079000,"Census Tract 790, Kings, NY"
14000US36047079200,"Census Tract 792, Kings, NY"
14000US36047079400,"Census Tract 794, Kings, NY"
14000US36047079601,"Census Tract 796.01, Kings, NY"
14000US36047079602,"Census Tract 796.02, Kings, NY"
14000US36047079801,"Census Tract 798.01, Kings, NY"
14000US36047079802,"Census Tract 798.02, Kings, NY"
14000US36047080000,"Census Tract 800, Kings, NY"
14000US36047080200,"Census Tract 802, Kings, NY"
14000US36047080400,"Census Tract 804, Kings, NY"
14000US36047080600,"Census Tract 806, Kings, NY"
14000US36047080800,"Census Tract 808, Kings, NY"
14000US36047081000,"Census Tract 810, Kings, NY"
14000US36047081400,"Census Tract 814, Kings, NY"
14000US36047081600,"Census Tract 816, Kings, NY"
14000US36047081800,"Census Tract 818, Kings, NY"
14000US36047082000,"Census Tract 820, Kings, NY"
14000US36047082200,"Census Tract 822, Kings, NY"
14000US36047082400,"Census Tract 824, Kings, NY"
14000US36047082600,"Census Tract 826, Kings, NY"
14000US36047082800,"Census Tract 828, Kings, NY"
14000US36047083000,"Census Tract 830, Kings, NY"
14000US36047083200,"Census Tract 832, Kings, NY"
14000US36047083400,"Census Tract 834, Kings, NY"
14000US36047083600,"Census Tract 836, Kings, NY"
14000US36047083800,"Census Tract 838, Kings, NY"
14000US36047084000,"Census Tract 840, Kings, NY"
14000US36047084600,"Census Tract 846, Kings, NY"
14000US36047084800,"Census Tract 848, Kings, NY"
14000US36047085000,"Census Tract 850, Kings, NY"
14000US36047085200,"Census Tract 852, Kings, NY"
14000US36047085400,"Census Tract 854, Kings, NY"
14000US36047085600,"Census Tract 856, Kings, NY"
14000US36047085800,"Census Tract 858, Kings, NY"
14000US36047086000,"Census Tract 860, Kings, NY"
14000US36047086200,"Census Tract 862, Kings, NY"
14000US36047086400,"Census Tract 864, Kings, NY"
14000US36047086600,"Census Tract 866, Kings, NY"
14000US36047086800,"Census Tract 868, Kings, NY"
14000US36047087000,"Census Tract 870, Kings, NY"
14000US36047087200,"Census Tract 872, Kings, NY"
14000US36047087401,"Census Tract 874.01, Kings, NY"
14000US36047087600,"Census Tract 876, Kings, NY"
14000US36047087800,"Census Tract 878, Kings, NY"
14000US36047088000,"Census Tract 880, Kings, NY"
14000US36047088200,"Census Tract 882, Kings, NY"
14000US36047088400,"Census Tract 884, Kings, NY"
14000US36047088600,"Census Tract 886, Kings, NY"
14000US36047088800,"Census Tract 888, Kings, NY"
14000US36047089000,"Census Tract 890, Kings, NY"
14000US36047089200,"Census Tract 892, Kings, NY"
14000US36047089400,"Census Tract 894, Kings, NY"
14000US36047089600,"Census Tract 896, Kings, NY"
14000US36047089800,"Census Tract 898, Kings, NY"
14000US36047090000,"Census Tract 900, Kings, NY"
14000US36047090200,"Census Tract 902, Kings, NY"
14000US36047090600,"Census Tract 906, Kings, NY"
14000US36047090800,"Census Tract 908, Kings, NY"
14000US36047091000,"Census Tract 910, Kings, NY"
14000US36047091200,"Census Tract 912, Kings, NY"
14000US36047091600,"Census Tract 916, Kings, NY"
14000US36047091800,"Census Tract 918, Kings, NY"
14000US36047092000,"Census Tract 920, Kings, NY"
14000US36047092200,"Census Tract 922, Kings, NY"
14000US36047092400,"Census Tract 924, Kings, NY"
14000US36047092800,"Census Tract 928, Kings, NY"
14000US36047093000,"Census Tract 930, Kings, NY"
14000US36047093200,"Census Tract 932, Kings, NY"
14000US36047093400,"Census Tract 934, Kings, NY"
14000US36047093600,"Census Tract 936, Kings, NY"
14000US36047093800,"Census Tract 938, Kings, NY"
14000US36047094401,"Census Tract 944.01, Kings, NY"
14000US36047094402,"Census Tract 944.02, Kings, NY"
14000US36047094600,"Census Tract 946, Kings, NY"
14000US36047095000,"Census Tract 950, Kings, NY"
14000US36047095400,"Census Tract 954, Kings, NY"
14000US36047095600,"Census Tract 956, Kings, NY"
14000US36047095800,"Census Tract 958, Kings, NY"
14000US36047096000,"Census Tract 960, Kings, NY"
14000US36047096200,"Census Tract 962, Kings, NY"
14000US36047096400,"Census Tract 964, Kings, NY"
14000US36047096600,"Census Tract 966, Kings, NY"
14000US36047096800,"Census Tract 968, Kings, NY"
14000US36047097000,"Census Tract 970, Kings, NY"
14000US36047097400,"Census Tract 974, Kings, NY"
14000US36047098200,"Census Tract 982, Kings, NY"
14000US36047098400,"Census Tract 984, Kings, NY"
14000US36047098600,"Census Tract 986, Kings, NY"
14000US36047098800,"Census Tract 988, Kings, NY"
14000US36047099000,"Census Tract 990, Kings, NY"
14000US36047099200,"Census Tract 992, Kings, NY"
14000US36047099400,"Census Tract 994, Kings, NY"
14000US36047099600,"Census Tract 996, Kings, NY"
14000US36047099800,"Census Tract 998, Kings, NY"
14000US36047100400,"Census Tract 1004, Kings, NY"
14000US36047100600,"Census Tract 1006, Kings, NY"
14000US36047100800,"Census Tract 1008, Kings, NY"
14000US36047101000,"Census Tract 1010, Kings, NY"
14000US36047101200,"Census Tract 1012, Kings, NY"
14000US36047101400,"Census Tract 1014, Kings, NY"
14000US36047101600,"Census Tract 1016, Kings, NY"
14000US36047101800,"Census Tract 1018, Kings, NY"
14000US36047102000,"Census Tract 1020, Kings, NY"
14000US36047102200,"Census Tract 1022, Kings, NY"
14000US36047102400,"Census Tract 1024, Kings, NY"
14000US36047102600,"Census Tract 1026, Kings, NY"
14000US36047102800,"Census Tract 1028, Kings, NY"
14000US36047103400,"Census Tract 1034, Kings, NY"
14000US36047105801,"Census Tract 1058.01, Kings, NY"
14000US36047105804,"Census Tract 1058.04, Kings, NY"
14000US36047107000,"Census Tract 1070, Kings, NY"
14000US36047107800,"Census Tract 1078, Kings, NY"
14000US36047109800,"Census Tract 1098, Kings, NY"
14000US36047110400,"Census Tract 1104, Kings, NY"
14000US36047110600,"Census Tract 1106, Kings, NY"
14000US36047111000,"Census Tract 1110, Kings, NY"
14000US36047111600,"Census Tract 1116, Kings, NY"
14000US36047111800,"Census Tract 1118, Kings, NY"
14000US36047112000,"Census Tract 1120, Kings, NY"
14000US36047112200,"Census Tract 1122, Kings, NY"
14000US36047112400,"Census Tract 1124, Kings, NY"
14000US36047112600,"Census Tract 1126, Kings, NY"
14000US36047112800,"Census Tract 1128, Kings, NY"
14000US36047113000,"Census Tract 1130, Kings, NY"
14000US36047113200,"Census Tract 1132, Kings, NY"
14000US36047113400,"Census Tract 1134, Kings, NY"
14000US36047114201,"Census Tract 1142.01, Kings, NY"
14000US36047114202,"Census Tract 1142.02, Kings, NY"
14000US36047114400,"Census Tract 1144, Kings, NY"
14000US36047114600,"Census Tract 1146, Kings, NY"
14000US36047115000,"Census Tract 1150, Kings, NY"
14000US36047115200,"Census Tract 1152, Kings, NY"
14000US36047115600,"Census Tract 1156, Kings, NY"
14000US36047115800,"Census Tract 1158, Kings, NY"
14000US36047116000,"Census Tract 1160, Kings, NY"
14000US36047116200,"Census Tract 1162, Kings, NY"
14000US36047116400,"Census Tract 1164, Kings, NY"
14000US36047116600,"Census Tract 1166, Kings, NY"
14000US36047116800,"Census Tract 1168, Kings, NY"
14000US36047117000,"Census Tract 1170, Kings, NY"
14000US36047117201,"Census Tract 1172.01, Kings, NY"
14000US36047117202,"Census Tract 1172.02, Kings, NY"
14000US36047117400,"Census Tract 1174, Kings, NY"
14000US36047117601,"Census Tract 1176.01, Kings, NY"
14000US36047117602,"Census Tract 1176.02, Kings, NY"
14000US36047117800,"Census Tract 1178, Kings, NY"
14000US36047118000,"Census Tract 1180, Kings, NY"
14000US36047118201,"Census Tract 1182.01, Kings, NY"
14000US36047118202,"Census Tract 1182.02, Kings, NY"
14000US36047118400,"Census Tract 1184, Kings, NY"
14000US36047118600,"Census Tract 1186, Kings, NY"
14000US36047118800,"Census Tract 1188, Kings, NY"
14000US36047119000,"Census Tract 1190, Kings, NY"
14000US36047119200,"Census Tract 1192, Kings, NY"
14000US36047119400,"Census Tract 1194, Kings, NY"
14000US36047119600,"Census Tract 1196, Kings, NY"
14000US36047119800,"Census Tract 1198, Kings, NY"
