fips,cnip_2020_12,laborforce_2020_12,employed_2020_12,unemployment_percent_2020_12,ZIP
36047048400,3815.6,1930.4,1779.1,7.84,11218
36047035200,1107.8,56.1,49.0,12.66,11224
36081034700,2742.1,1363.0,1162.5,14.71,11369
36081034700,2742.1,1363.0,1162.5,14.71,11371
36081103900,5565.9,2843.3,2554.4,10.16,11357
36085011401,2433.5,1149.4,999.6,13.03,10304
36085011401,2433.5,1149.4,999.6,13.03,10305
36085011401,2433.5,1149.4,999.6,13.03,10306
36085018702,6778.7,2966.7,2712.5,8.57,10314
36061010800,8576.1,5990.0,5814.0,2.94,10022
36061010800,8576.1,5990.0,5814.0,2.94,10150
36061011600,2850.8,2097.5,1994.9,4.89,10021
36061011600,2850.8,2097.5,1994.9,4.89,10065
36005037000,2080.5,1104.9,961.4,12.99,10469
36047008500,5681.4,2293.6,1699.2,25.92,11231
36047028300,3262.8,1638.5,1291.4,21.18,11206
36047027500,3865.6,2454.2,2119.4,13.64,11216
36047027500,3865.6,2454.2,2119.4,13.64,11221
36047027500,3865.6,2454.2,2119.4,13.64,11233
36047043500,4168.0,2695.0,2229.6,17.27,11221
36047043500,4168.0,2695.0,2229.6,17.27,11237
36081028800,3995.4,2282.8,2005.9,12.13,11434
36085013301,961.5,287.2,218.9,23.78,10310
36081015000,2410.7,1193.0,1031.2,13.56,11419
36081011400,982.7,554.6,475.8,14.21,11416
36081011400,982.7,554.6,475.8,14.21,11418
36047005800,2658.1,1608.0,1440.0,10.45,11209
36047091200,4186.0,1488.5,980.2,34.15,11212
36047117602,2280.4,1177.7,1023.4,13.1,11208
36047030400,3441.4,1403.8,1246.4,11.21,11214
36047076200,3593.3,1749.2,1621.4,7.31,11210
36047076200,3593.3,1749.2,1621.4,7.31,11230
36047049400,4579.6,2366.7,2116.3,10.58,11218
36081077908,3257.8,1639.9,1398.3,14.73,11366
36081077908,3257.8,1639.9,1398.3,14.73,11367
36081013500,1309.5,664.1,605.3,8.85,11105
36081013500,1309.5,664.1,605.3,8.85,11370
36081137700,5898.8,3095.5,2814.9,9.06,11364
36047082800,3230.1,1796.7,1574.8,12.35,11210
36047082800,3230.1,1796.7,1574.8,12.35,11226
36047012000,972.9,488.5,422.3,13.55,11219
36047012000,972.9,488.5,422.3,13.55,11220
36047025400,3468.5,1578.0,1394.2,11.65,11204
36047067400,1654.1,925.3,835.6,9.69,11234
36047055600,2729.3,1374.2,1289.0,6.2,11223
36047055600,2729.3,1374.2,1289.0,6.2,11229
36047005202,2098.2,1137.9,1064.4,6.46,11209
36081139900,1426.9,740.4,691.1,6.66,11364
36081122702,5674.4,2563.5,2118.5,17.36,11365
36081122702,5674.4,2563.5,2118.5,17.36,11367
36081118500,1851.9,934.2,829.5,11.21,11355
36081118500,1851.9,934.2,829.5,11.21,11358
36061018800,4656.9,2707.1,2350.7,13.17,10029
36061018800,4656.9,2707.1,2350.7,13.17,10035
36061012600,11669.4,7705.2,7489.9,2.79,10021
36047035100,3560.9,1885.2,1597.4,15.27,11213
36047052300,4616.3,3145.1,2834.2,9.89,11211
36081079000,2264.2,1295.3,1109.4,14.35,11436
36061023900,2901.2,1662.1,1356.4,18.39,10032
36061000900,1536.2,1340.2,1294.0,3.45,10004
36061000900,1536.2,1340.2,1294.0,3.45,10005
36061000900,1536.2,1340.2,1294.0,3.45,10041
36061015601,4762.6,3677.9,3511.2,4.53,10128
36061002700,1352.1,526.2,492.3,6.44,10038
36047017800,2539.8,1297.6,1164.0,10.3,11214
36047034000,2021.7,341.9,273.0,20.15,11224
36047053200,2176.2,1119.5,968.7,13.47,11230
36085003300,3002.0,1863.8,1689.3,9.36,10301
36085003300,3002.0,1863.8,1689.3,9.36,10304
36085012100,2577.0,1477.2,1387.5,6.07,10301
36085012100,2577.0,1477.2,1387.5,6.07,10310
36061000202,6923.7,3016.8,2575.9,14.61,10002
36005022404,3775.7,2449.9,2119.0,13.51,10462
36047025902,2525.3,1028.6,716.1,30.38,11206
36047050801,3401.1,1898.5,1613.7,15.0,11226
36047026500,3434.8,2148.7,1859.9,13.44,11216
36047026500,3434.8,2148.7,1859.9,13.44,11221
36081033000,6015.3,3157.5,2695.8,14.62,11413
36081033000,6015.3,3157.5,2695.8,14.62,11434
36061022302,2997.1,1391.4,1220.7,12.27,10027
36061022302,2997.1,1391.4,1220.7,12.27,10031
36005023900,5434.0,3040.1,2516.5,17.22,10453
36005023900,5434.0,3040.1,2516.5,17.22,10468
36061017300,7846.8,5083.0,4921.9,3.17,10024
36047116200,1886.6,883.0,751.7,14.87,11207
36047116200,1886.6,883.0,751.7,14.87,11208
36047089800,1358.9,665.9,531.6,20.17,11212
36047121000,3101.3,1124.6,924.4,17.8,11208
36047039800,2265.0,1073.9,916.5,14.66,11223
36047025000,1600.0,742.9,644.8,13.21,11204
36047025000,1600.0,742.9,644.8,13.21,11219
36047082400,3592.6,1955.7,1680.7,14.06,11203
36047082400,3592.6,1955.7,1680.7,14.06,11226
36047022000,2658.1,1044.0,963.3,7.73,11219
36047007400,4014.1,1996.2,1739.7,12.85,11220
36081046500,2916.5,1667.6,1496.9,10.24,11368
36081046500,2916.5,1667.6,1496.9,10.24,11372
36081046500,2916.5,1667.6,1496.9,10.24,11373
36081051300,1796.0,1033.8,952.9,7.83,11377
36081051300,1796.0,1033.8,952.9,7.83,11378
36081087100,2241.9,1051.2,953.5,9.29,11354
36081087100,2241.9,1051.2,953.5,9.29,11355
36081093401,3082.4,1416.5,1304.4,7.91,11694
36085018100,2736.3,1187.3,1103.4,7.07,10301
36085018100,2736.3,1187.3,1103.4,7.07,10304
36085018100,2736.3,1187.3,1103.4,7.07,10306
36085018100,2736.3,1187.3,1103.4,7.07,10314
36081013700,1545.0,1035.3,955.3,7.73,11105
36081013700,1545.0,1035.3,955.3,7.73,11370
36081026700,5011.3,3159.9,2849.4,9.83,11372
36081026700,5011.3,3159.9,2849.4,9.83,11373
36005000200,3983.6,1737.2,1457.7,16.09,10473
36005043000,3060.9,1608.2,1367.9,14.94,10466
36047040900,2882.7,1946.6,1668.0,14.31,11207
36047040900,2882.7,1946.6,1668.0,14.31,11237
36081061602,1124.4,574.9,527.7,8.21,11422
36081055200,2722.5,1410.6,1253.7,11.12,11427
36081011600,1870.6,1140.7,1021.3,10.47,11416
36081011600,1870.6,1140.7,1021.3,10.47,11419
36081013600,1736.9,1011.8,940.0,7.1,11415
36005027300,6390.3,3635.7,3099.7,14.74,10463
36005027300,6390.3,3635.7,3099.7,14.74,10468
36061006100,4711.9,2824.0,2643.8,6.38,10003
36047070600,2411.3,1088.7,1008.1,7.4,11234
36047009800,5091.5,2800.8,2481.9,11.39,11220
36047098800,2658.7,1351.2,1204.3,10.87,11236
36047089600,2702.8,1356.4,1068.0,21.26,11212
36047028800,2871.8,1444.9,1326.1,8.22,11214
36047112000,2544.0,1204.9,998.7,17.11,11207
36047112000,2544.0,1204.9,998.7,17.11,11208
36047059402,4540.3,2211.9,2006.9,9.27,11229
36047059402,4540.3,2211.9,2006.9,9.27,11235
36047084800,1537.1,702.1,619.5,11.76,11203
36085002001,2306.3,1420.5,1255.8,11.59,10305
36081071306,5579.3,3521.6,3244.7,7.86,11374
36081071306,5579.3,3521.6,3244.7,7.86,11375
36081045900,2821.9,1699.9,1455.4,14.38,11373
36061005800,3297.8,2739.6,2623.2,4.25,10001
36061005800,3297.8,2739.6,2623.2,4.25,10010
36005025600,1395.7,774.6,666.7,13.93,10461
36005025600,1395.7,774.6,666.7,13.93,10462
36047048100,2949.3,2050.4,1877.5,8.43,11211
36047021500,4970.5,3502.8,3231.2,7.75,11238
36047037900,3208.1,1697.1,1534.5,9.58,11233
36047024900,3983.3,2869.5,2543.8,11.35,11216
36081004200,3688.4,2005.3,1704.6,15.0,11416
36081077907,2166.5,1143.0,1061.0,7.17,11367
36081092800,2870.5,1614.0,1528.5,5.3,11694
36081081400,2982.2,1630.1,1371.1,15.89,11420
36061008603,4063.5,2115.1,2016.0,4.69,10017
36061008603,4063.5,2115.1,2016.0,4.69,10022
36005007100,2273.5,1354.0,1122.0,17.13,10451
36005007100,2273.5,1354.0,1122.0,17.13,10455
36005007100,2273.5,1354.0,1122.0,17.13,10456
36005040900,2788.4,1666.6,1343.0,19.42,10463
36005040900,2788.4,1666.6,1343.0,19.42,10468
36061011201,795.4,450.7,429.8,4.64,10019
36047055800,1984.7,990.5,900.4,9.1,11229
36047080400,2887.0,1482.9,1321.4,10.89,11203
36047080400,2887.0,1482.9,1321.4,10.89,11225
36047080400,2887.0,1482.9,1321.4,10.89,11226
36047061200,883.4,431.1,409.1,5.1,11235
36085002700,1584.8,577.0,503.0,12.82,10304
36081086500,4408.5,1968.3,1756.7,10.75,11354
36081086500,4408.5,1968.3,1756.7,10.75,11357
36081003300,2829.8,1973.9,1734.5,12.13,11101
36081003300,2829.8,1973.9,1734.5,12.13,11106
36081054900,4651.5,2983.2,2631.2,11.8,11385
36085003900,2130.0,1217.5,1116.4,8.3,10301
36081091900,5010.3,2298.4,2044.6,11.04,11354
36081091900,5010.3,2298.4,2044.6,11.04,11356
36005013200,6155.0,3619.4,3325.0,8.13,10465
36061019400,5108.4,2048.1,1763.9,13.88,10035
36005013000,1336.8,831.2,729.1,12.28,10465
36047038500,3472.2,2051.1,1798.6,12.31,11221
36047033500,2325.5,1028.5,888.4,13.62,11213
36047032700,2403.8,1435.3,1230.0,14.3,11225
36047003100,2908.2,1456.6,1298.9,10.83,11201
36047003100,2908.2,1456.6,1298.9,10.83,11205
36047003100,2908.2,1456.6,1298.9,10.83,11217
36047051900,4926.1,4061.9,3850.4,5.21,11211
36081003800,2149.3,1233.3,1083.9,12.11,11416
36081019200,1853.6,1129.0,993.5,12.0,11435
36081019200,1853.6,1129.0,993.5,12.0,11436
36081027800,1934.6,938.8,780.1,16.9,11434
36061015500,9094.6,5449.9,5193.0,4.71,10023
36061015500,9094.6,5449.9,5193.0,4.71,10069
36005027900,6069.3,3624.7,3155.7,12.94,10463
36061005700,2518.2,1675.5,1611.2,3.84,10003
36061005700,2518.2,1675.5,1611.2,3.84,10012
36047117400,3446.9,1841.3,1632.0,11.37,11208
36047028400,2896.4,1463.6,1291.4,11.77,11214
36081071100,5424.1,3126.9,2960.1,5.33,11374
36081071100,5424.1,3126.9,2960.1,5.33,11375
36085027704,3796.7,2021.0,1851.2,8.4,10314
36081074100,2726.9,1548.0,1454.6,6.03,11375
36061009200,1601.1,1255.7,1207.9,3.81,10017
36061009200,1601.1,1255.7,1207.9,3.81,10163
36061009200,1601.1,1255.7,1207.9,3.81,10166
36061009200,1601.1,1255.7,1207.9,3.81,10167
36061009200,1601.1,1255.7,1207.9,3.81,10169
36061009200,1601.1,1255.7,1207.9,3.81,10170
36061009200,1601.1,1255.7,1207.9,3.81,10171
36061009200,1601.1,1255.7,1207.9,3.81,10172
36061009200,1601.1,1255.7,1207.9,3.81,10174
36005018101,2298.6,1244.9,1066.2,14.35,10456
36005022800,5176.5,3177.8,2657.8,16.36,10462
36047117201,2036.7,1128.3,964.3,14.54,11207
36047117201,2036.7,1128.3,964.3,14.54,11208
36047020700,4065.7,3044.8,2892.7,5.0,11238
36047041700,2683.1,1327.2,1124.9,15.24,11221
36081014800,1728.0,866.7,718.7,17.08,11419
36061000700,7946.0,6938.8,6690.7,3.58,10004
36061000700,7946.0,6938.8,6690.7,3.58,10005
36061000700,7946.0,6938.8,6690.7,3.58,10038
36061000700,7946.0,6938.8,6690.7,3.58,10043
36061000700,7946.0,6938.8,6690.7,3.58,10081
36061000700,7946.0,6938.8,6690.7,3.58,10271
36005029500,4140.6,2694.0,2544.6,5.55,10463
36005016100,3186.5,1636.3,1388.9,15.12,10460
36061025500,5928.1,3275.2,2897.6,11.53,10032
36061025500,5928.1,3275.2,2897.6,11.53,10033
36005006100,3757.2,1591.6,1353.3,14.97,10451
36047038800,3033.1,1596.7,1466.5,8.15,11223
36047102800,1505.8,942.3,838.9,10.97,11236
36047119200,2395.1,1210.9,1066.4,11.93,11208
36047006400,2739.5,1387.8,1251.5,9.82,11209
36047096600,2230.1,1256.7,1147.3,8.71,11236
36047057600,2656.4,1245.8,1127.6,9.49,11229
36047085600,3056.5,1558.5,1336.3,14.26,11203
36047019800,1503.3,646.3,593.5,8.17,11228
36047050202,1968.3,1332.5,1281.4,3.83,11218
36081068700,4161.8,2236.9,2074.6,7.26,11373
36081068700,4161.8,2236.9,2074.6,7.26,11374
36081018700,2697.8,1661.0,1545.5,6.95,11101
36081018700,2697.8,1661.0,1545.5,6.95,11104
36081018700,2697.8,1661.0,1545.5,6.95,11377
36085029102,2298.0,1288.3,1177.4,8.61,10303
36085029102,2298.0,1288.3,1177.4,8.61,10314
36005023800,1825.7,1097.8,916.2,16.54,10462
36005022703,1354.9,781.1,681.8,12.71,10457
36005012701,1552.9,697.4,619.2,11.21,10459
36047048900,2780.4,996.4,734.5,26.28,11206
36047031900,2581.9,1540.7,1306.9,15.17,11213
36047031900,2581.9,1540.7,1306.9,15.17,11225
36047000100,4087.3,2392.8,2285.5,4.48,11201
36047050900,1980.9,973.6,908.4,6.7,11206
36047050803,2110.6,1324.4,1166.6,11.91,11226
36047003700,1492.7,1261.8,1199.6,4.93,11201
36047003700,1492.7,1261.8,1199.6,4.93,11217
36081036800,2159.4,1184.9,992.4,16.25,11434
36081005800,5499.3,2799.6,2456.2,12.27,11417
36005015700,3634.1,2200.4,1786.6,18.81,10459
36005015700,3634.1,2200.4,1786.6,18.81,10460
36061012100,7622.7,5311.3,4896.0,7.82,10036
36047051700,2276.0,1934.9,1866.5,3.54,11211
36047051700,2276.0,1934.9,1866.5,3.54,11249
36081027000,1629.1,859.3,679.8,20.89,11433
36081027000,1629.1,859.3,679.8,20.89,11434
36081027000,1629.1,859.3,679.8,20.89,11435
36081069701,3340.3,1964.3,1806.3,8.04,11374
36061002900,5984.3,2029.4,1811.7,10.73,10007
36061002900,5984.3,2029.4,1811.7,10.73,10013
36061002900,5984.3,2029.4,1811.7,10.73,10038
36005004001,1282.1,610.5,512.2,16.1,10472
36061018900,10449.4,4768.8,3983.7,16.46,10025
36005018102,4135.6,2231.5,1801.7,19.26,10456
36047097400,2487.2,1000.1,888.6,11.15,11236
36047013000,3949.0,2264.8,2038.3,10.0,11209
36047013000,3949.0,2264.8,2038.3,10.0,11220
36047014200,2407.2,1437.1,1272.1,11.48,11209
36047113200,1617.8,888.2,719.2,19.03,11207
36047036600,3806.9,1597.1,1458.3,8.69,11235
36061019500,6477.0,3862.8,3603.9,6.7,10025
36005023302,2671.8,1503.1,1285.5,14.48,10457
36047063600,1251.1,666.0,599.2,10.03,11229
36047063600,1251.1,666.0,599.2,10.03,11234
36047072400,1693.7,853.4,743.5,12.88,11234
36047025901,1879.9,1209.7,996.7,17.61,11206
36081100801,1710.2,926.5,810.8,12.49,11691
36081079900,2536.3,1040.3,932.0,10.41,11355
36081065702,1565.9,777.8,689.3,11.38,11379
36081027300,5456.1,3037.8,2723.2,10.36,11368
36081027300,5456.1,3037.8,2723.2,10.36,11372
36061013000,3296.5,1508.1,1459.4,3.23,10021
36061013000,3296.5,1508.1,1459.4,3.23,10075
36005006000,1224.8,626.1,500.4,20.08,10460
36005006000,1224.8,626.1,500.4,20.08,10472
36005039400,4154.2,2156.9,1754.2,18.67,10466
36005039400,4154.2,2156.9,1754.2,18.67,10467
36047026300,1623.8,1003.6,869.3,13.38,11216
36047026300,1623.8,1003.6,869.3,13.38,11221
36047035500,4175.7,2307.4,2047.4,11.27,11212
36047035500,4175.7,2307.4,2047.4,11.27,11213
36047033900,3905.9,1978.4,1770.1,10.53,11213
36047033900,3905.9,1978.4,1770.1,10.53,11216
36047039500,3258.3,2015.0,1629.4,19.14,11221
36081099802,5014.4,1982.2,1649.0,16.81,11691
36081055400,2023.6,1048.2,945.7,9.78,11427
36081055400,2023.6,1048.2,945.7,9.78,11428
36005024502,2893.4,1406.3,1207.2,14.16,10453
36061027700,5989.6,2425.0,2052.9,15.34,10040
36047083200,1809.3,857.7,748.7,12.71,11203
36047058000,3448.2,1703.2,1568.2,7.93,11229
36047024400,2397.8,1196.9,1096.4,8.4,11204
36047049200,2458.0,1257.8,1130.4,10.13,11218
36081009700,3178.1,2369.6,2217.7,6.41,11102
36081009700,3178.1,2369.6,2217.7,6.41,11105
36085001100,2906.7,1671.1,1497.1,10.41,10301
36081011100,2796.2,1815.0,1660.3,8.52,11105
36081022001,5840.0,4054.3,3549.6,12.45,11435
36081039900,2964.8,1793.0,1605.5,10.46,11368
36085013201,1235.5,669.4,619.7,7.42,10306
36005023301,3050.2,1761.3,1477.4,16.12,10453
36005004600,1415.4,659.1,536.5,18.6,10473
36005005002,3855.4,2135.5,1737.2,18.65,10472
36047019900,3092.0,2440.8,2268.9,7.04,11238
36047031300,4339.3,2502.9,2285.8,8.67,11213
36047031300,4339.3,2502.9,2285.8,8.67,11216
36047006500,4787.9,3739.1,3571.3,4.49,11231
36081013200,1806.9,1034.1,931.2,9.95,11415
36081013200,1806.9,1034.1,931.2,9.95,11418
36081044400,2619.8,1359.4,1147.1,15.62,11405
36081044400,2619.8,1359.4,1147.1,15.62,11412
36081044400,2619.8,1359.4,1147.1,15.62,11423
36081044400,2619.8,1359.4,1147.1,15.62,11432
36081044400,2619.8,1359.4,1147.1,15.62,11433
36061004100,7908.3,4163.4,3869.8,7.05,10012
36061004100,7908.3,4163.4,3869.8,7.05,10013
36061016300,6024.7,3985.9,3818.2,4.21,10023
36061016300,6024.7,3985.9,3818.2,4.21,10024
36005019700,5161.5,2860.4,2483.4,13.18,10452
36061006300,6146.7,3748.2,3563.3,4.93,10003
36061006300,6146.7,3748.2,3563.3,4.93,10011
36005040702,5616.2,3031.8,2401.4,20.79,10458
36047083400,1359.8,624.9,551.8,11.7,11203
36047052000,3367.6,1963.4,1767.4,9.98,11218
36047052000,3367.6,1963.4,1767.4,9.98,11226
36047052000,3367.6,1963.4,1767.4,9.98,11230
36047028600,3850.0,1771.5,1640.0,7.42,11214
36047093000,2659.6,1448.8,1267.8,12.49,11236
36047086400,1996.5,994.8,866.9,12.86,11203
36047086400,1996.5,994.8,866.9,12.86,11236
36047050600,4465.6,2678.9,2370.8,11.5,11218
36047050600,4465.6,2678.9,2370.8,11.5,11226
36047116600,2200.1,1293.2,1122.3,13.22,11208
36047043000,2884.1,1352.2,1175.8,13.05,11204
36047099400,1607.9,943.7,868.1,8.01,11236
36081111300,2121.0,1118.4,988.5,11.61,11361
36081055700,3604.9,2290.7,2052.6,10.39,11385
36081055700,3604.9,2290.7,2052.6,10.39,11386
36081126500,1469.2,755.4,644.7,14.65,11366
36081126500,1469.2,755.4,644.7,14.65,11432
36005021200,4307.2,2596.4,2232.1,14.03,10462
36005012901,3116.1,1253.8,1059.9,15.46,10456
36005012901,3116.1,1253.8,1059.9,15.46,10459
36047021700,3336.3,2226.0,2025.5,9.01,11238
36047029300,2864.2,1717.2,1388.2,19.16,11221
36047032300,3267.7,2004.6,1786.1,10.9,11225
36081046400,1571.3,771.4,663.5,13.99,11432
36085024800,3852.7,2217.1,2029.0,8.48,10307
36085024800,3852.7,2217.1,2029.0,8.48,10309
36081033402,11700.1,5798.2,5113.6,11.81,11434
36081066000,3028.3,1723.5,1563.7,9.27,11422
36061009900,5451.2,4552.8,4255.3,6.53,10001
36061009900,5451.2,4552.8,4255.3,6.53,10011
36061009900,5451.2,4552.8,4255.3,6.53,10018
36061009900,5451.2,4552.8,4255.3,6.53,10199
36005038500,3290.3,1451.7,1141.7,21.35,10457
36005038500,3290.3,1451.7,1141.7,21.35,10458
36061026500,7729.4,4881.7,4309.0,11.73,10033
36047054400,3188.1,1482.0,1341.8,9.46,11229
36047054400,3188.1,1482.0,1341.8,9.46,11230
36047081600,2019.4,1123.2,1000.0,10.97,11203
36047113000,3134.3,1570.7,1263.7,19.55,11207
36047042200,2487.5,1340.9,1195.7,10.83,11223
36047115600,2761.1,1260.2,919.7,27.02,11207
36047094600,1620.8,769.7,681.6,11.45,11203
36047094600,1620.8,769.7,681.6,11.45,11236
36047080200,4284.7,2502.3,2139.6,14.49,11225
36047080200,4284.7,2502.3,2139.6,14.49,11226
36047023600,3214.0,1401.0,1299.2,7.27,11204
36047023600,3214.0,1401.0,1299.2,7.27,11219
36047006800,4003.3,2251.8,1972.4,12.41,11209
36047006800,4003.3,2251.8,1972.4,12.41,11220
36081097203,5328.7,2285.2,1809.8,20.8,11691
36081097203,5328.7,2285.2,1809.8,20.8,11692
36081120300,1483.2,512.5,458.9,10.46,11355
36081120300,1483.2,512.5,458.9,10.46,11358
36005004200,5488.9,2176.6,1732.6,20.4,10473
36005008400,2323.0,1405.8,1231.9,12.37,10473
36047061003,1450.0,631.1,547.1,13.31,11235
36047069601,3181.5,1884.9,1641.8,12.9,11234
36047013500,2870.8,2257.2,2164.3,4.12,11215
36047043900,3174.4,1868.9,1559.3,16.57,11237
36081050600,1326.5,707.5,617.7,12.69,11412
36081065600,4370.9,2661.7,2364.6,11.16,11422
36085011202,4381.8,2377.6,2179.3,8.34,10306
36061015300,8795.7,5548.5,5352.4,3.53,10023
36061007900,3936.2,2394.3,2260.1,5.6,10014
36005022403,2899.0,1709.5,1391.6,18.6,10462
36061027900,10148.1,6008.7,5113.4,14.9,10033
36061027900,10148.1,6008.7,5113.4,14.9,10040
36005030100,1377.8,462.3,437.9,5.28,10463
36047042800,3324.6,1560.9,1401.6,10.21,11204
36047042800,3324.6,1560.9,1401.6,10.21,11214
36047042800,3324.6,1560.9,1401.6,10.21,11223
36047030200,3998.5,1684.4,1532.6,9.01,11214
36047012600,2389.7,1387.0,1226.7,11.56,11220
36047069000,1880.9,1093.3,977.1,10.63,11234
36081035700,3483.8,1431.0,1268.7,11.34,11369
36085025100,5677.9,3206.7,2924.8,8.79,10302
36085025100,5677.9,3206.7,2924.8,8.79,10314
36085001700,1138.2,680.1,621.1,8.68,10301
36085001700,1138.2,680.1,621.1,8.68,10304
36005022200,2756.1,1752.9,1542.5,12.0,10462
36005022200,2756.1,1752.9,1542.5,12.0,10472
36081060800,1577.0,759.9,694.9,8.55,11411
36085017008,6217.2,3530.8,3238.1,8.29,10312
36005008900,2467.3,1079.9,943.3,12.65,10459
36005011900,4073.2,1836.1,1558.6,15.11,10459
36005011900,4073.2,1836.1,1558.6,15.11,10474
36061012900,6865.7,5553.6,5220.2,6.0,10019
36061012900,6865.7,5553.6,5220.2,6.0,10036
36047068800,1468.5,780.8,707.7,9.36,11234
36047051602,3457.5,1958.5,1695.0,13.45,11226
36047079802,5037.6,3389.6,2955.5,12.81,11225
36047079802,5037.6,3389.6,2955.5,12.81,11226
36047089200,2632.1,1184.5,947.5,20.01,11212
36047118202,2468.2,1395.5,1246.6,10.67,11208
36047118202,2468.2,1395.5,1246.6,10.67,11216
36047118202,2468.2,1395.5,1246.6,10.67,11421
36047053400,3141.2,1506.3,1309.5,13.07,11230
36047017400,1710.2,803.8,732.8,8.83,11214
36081038100,5110.5,3112.3,2704.9,13.09,11368
36081146300,2755.4,1287.3,1128.4,12.34,11361
36061024301,4227.0,2524.7,2183.0,13.53,10032
36061000800,8901.3,2822.1,2449.8,13.19,10002
36061000800,8901.3,2822.1,2449.8,13.19,10038
36005031400,1951.8,1064.0,956.7,10.08,10469
36047070201,5013.7,2390.7,2237.7,6.4,11234
36081009400,2347.2,1262.4,1074.4,14.89,11417
36085002002,2932.3,1513.0,1402.5,7.3,10305
36081048000,2356.1,1080.5,880.1,18.55,11423
36081048000,2356.1,1080.5,880.1,18.55,11432
36061028100,2852.7,1880.2,1805.5,3.97,10040
36061005502,1950.7,1401.0,1328.5,5.17,10003
36061005502,1950.7,1401.0,1328.5,5.17,10012
36005005902,2154.7,1144.2,1015.0,11.29,10451
36061015001,1812.2,923.3,892.6,3.33,10028
36047007800,4261.5,2598.5,2288.9,11.91,11220
36047042000,1208.4,522.4,483.6,7.43,11223
36047042000,1208.4,522.4,483.6,7.43,11230
36047069602,5017.9,2763.2,2538.0,8.15,11234
36047112400,2685.2,1626.7,1403.3,13.73,11207
36047030600,1462.9,665.9,589.3,11.5,11214
36047030600,1462.9,665.9,589.3,11.5,11223
36081012100,1965.8,1406.2,1303.2,7.32,11105
36061001501,6667.5,3595.5,3381.6,5.95,10038
36005024800,2825.7,1394.2,1207.3,13.41,10461
36005024800,2825.7,1394.2,1207.3,13.41,10462
36047025100,2989.7,1625.3,1390.2,14.47,11216
36047029700,3963.6,2451.1,2204.6,10.06,11233
36081047800,5009.1,2892.2,2575.1,10.96,11423
36081047800,5009.1,2892.2,2575.1,10.96,11427
36081015400,2188.7,1264.5,1051.9,16.81,11419
36047023800,2439.6,1001.6,921.5,8.0,11204
36047023800,2439.6,1001.6,921.5,8.0,11219
36047090200,2568.3,1227.4,1008.1,17.87,11212
36047008400,3091.3,1726.8,1546.3,10.45,11232
36047088000,2293.9,1022.9,919.7,10.09,11203
36047088000,2293.9,1022.9,919.7,10.09,11212
36081070900,2227.1,1284.1,1176.8,8.36,11375
36005025200,2345.4,1257.2,1093.8,13.0,10461
36005025200,2345.4,1257.2,1093.8,13.0,10462
36005036501,3016.2,1407.4,1052.5,25.22,10457
36005036501,3016.2,1407.4,1052.5,25.22,10460
36005040800,3456.4,2052.8,1649.4,19.65,10466
36047044700,2039.8,1407.9,1235.9,12.22,11237
36047025300,2899.3,1738.5,1495.0,14.01,11205
36047025300,2899.3,1738.5,1495.0,14.01,11206
36047025300,2899.3,1738.5,1495.0,14.01,11216
36047018700,1368.5,953.4,866.3,9.14,11205
36047041900,2980.8,1740.3,1394.2,19.89,11221
36047041900,2980.8,1740.3,1394.2,19.89,11237
36081000400,3787.2,2071.2,1846.1,10.87,11421
36085012806,4665.9,2275.6,2032.7,10.67,10306
36081097204,2869.4,1145.7,907.3,20.81,11691
36081097204,2869.4,1145.7,907.3,20.81,11692
36005032300,4025.3,1974.0,1823.0,7.65,10471
36047086600,2561.8,1327.5,1195.7,9.93,11203
36047086600,2561.8,1327.5,1195.7,9.93,11212
36047013200,1740.2,835.2,751.9,9.97,11220
36047013200,1740.2,835.2,751.9,9.97,11228
36047081000,1880.9,912.4,780.2,14.49,11203
36047081000,1880.9,912.4,780.2,14.49,11225
36047119800,2339.5,1077.9,912.6,15.34,11207
36047011800,1716.6,838.2,738.0,11.95,11219
36047011800,1716.6,838.2,738.0,11.95,11220
36047069800,1133.3,610.8,574.7,5.91,11234
36047087000,2662.5,1390.5,1223.7,12.0,11203
36047038200,5106.9,2158.2,1692.2,21.59,11223
36047039600,1445.5,693.9,636.8,8.23,11223
36047072600,2028.2,1051.6,892.7,15.11,11203
36047072600,2028.2,1051.6,892.7,15.11,11210
36047072600,2028.2,1051.6,892.7,15.11,11234
36081004500,3036.8,1676.2,1515.8,9.57,11106
36005025400,1832.1,946.9,862.2,8.94,10461
36005022101,2640.6,1490.8,1300.4,12.77,10452
36047030700,3935.4,1962.8,1573.1,19.85,11213
36047030700,3935.4,1962.8,1573.1,19.85,11233
36047023300,4342.1,2638.3,2274.3,13.8,11205
36047023300,4342.1,2638.3,2274.3,13.8,11216
36047023300,4342.1,2638.3,2274.3,13.8,11238
36047035300,4372.4,2473.6,2176.6,12.01,11213
36047023500,2871.8,1891.4,1719.0,9.11,11205
36047051300,4902.3,3684.2,3448.8,6.39,11206
36047051300,4902.3,3684.2,3448.8,6.39,11211
36005018500,6567.8,3707.3,2992.6,19.28,10451
36005018500,6567.8,3707.3,2992.6,19.28,10456
36005007500,4573.4,2262.7,1865.1,17.57,10455
36005007500,4573.4,2262.7,1865.1,17.57,10456
36047000301,3677.7,2415.4,2322.9,3.83,11201
36047076800,2465.7,1302.3,1170.0,10.16,11230
36047090000,3382.0,1539.1,1244.4,19.15,11212
